-9.081933083898270642e-03,2.116169624331922308e-02,-4.452295103430282674e-01,1.028908579062892015e+00
-3.978130737566420300e-02,9.180340177804813262e-02,-1.087026581087046306e+00,2.489682371544079675e+00
-6.404588238014630175e-02,1.454468155945511931e-01,-1.305088323382987969e-01,2.360390152445481782e-01
-1.026712592323025981e-02,2.357455424661424742e-02,-4.952201197038836322e-01,1.155832161669470226e+00
-3.894556093838056482e-02,8.976552264404909220e-02,-9.367383288033495070e-01,2.146354351810013217e+00
-5.365254851848151596e-02,1.219047842370051538e-01,1.946580641523321109e-01,-4.862254681439939219e-01
1.560202008058962815e-02,-3.655753155147230954e-02,7.732575762321376445e-01,-1.797357385660205198e+00
3.082095466899039196e-02,-7.046356120227323383e-02,-8.421776520285195744e-03,6.715887870941306126e-02
1.091405446913301658e-02,-2.363308025386404165e-02,-9.834074533931225215e-01,2.248640259076950088e+00
-1.091892780229929832e-02,2.286084868452176178e-02,-1.134331934664378760e-01,1.198388170612508796e-01
-3.793399423243727642e-03,7.817071025950084184e-04,4.679183643118472458e-01,-1.208719881395805107e+00
2.021291413199773068e-02,-5.856360064415100375e-02,7.313118593806107182e-01,-1.756959197273653128e+00
1.784602709951207955e-02,-5.498368208195625328e-02,-8.405322539353385913e-01,1.870068864068826109e+00
-2.056676268789098955e-02,4.743797477344651597e-02,-1.017726561074931091e+00,2.363394422791996963e+00
-4.182820728600884774e-02,9.484070930795557297e-02,-5.005012958712606874e-02,5.045807784290357034e-02
-3.717503988740175624e-02,8.314397949349039418e-02,2.807779509017747088e-01,-6.236321089294813991e-01
6.608251545000593148e-03,-1.577583775283307455e-02,3.314484043747286668e-01,-7.701027110959490773e-01
1.090223931378271616e-02,-2.507660721546391136e-02,-1.147045581815132331e-01,2.872476548641584859e-01
2.752303559136262678e-02,-6.396303668906236362e-02,9.411993600230731394e-01,-2.198211345072546230e+00
5.601822610347939602e-02,-1.291726544115068265e-01,4.845293544023379084e-01,-1.084121328760287994e+00
5.259354234719982972e-03,-1.212982325881541493e-02,2.617431997962156864e-01,-6.135874204194796677e-01
6.572878243887666887e-03,-1.481482262844700110e-02,-1.941261637212228774e-01,4.625988029713266059e-01
1.913668386993716553e-02,-4.465304710806006216e-02,8.183397147737526689e-01,-1.923083531626884390e+00
4.198986794915270104e-02,-9.720542807840173993e-02,3.266032435485148877e-01,-7.301645366916540425e-01
5.060533904801726990e-02,-1.169768838352182594e-01,1.051024961594786422e-01,-2.687416931673398679e-01
6.629624353199018404e-03,-1.585284467092334948e-02,3.419347029609945410e-01,-7.897162020678196725e-01
2.298042685153090653e-02,-5.317546506937118056e-02,4.756178983193746768e-01,-1.078786907374728932e+00
4.300706942734505711e-02,-9.843560258223339743e-02,5.250199572116786007e-01,-1.186478430725388389e+00
4.756774913414638095e-02,-1.083314898727557873e-01,-2.913446886160129257e-01,6.523714545882928206e-01
1.439217023661581996e-02,-3.322212106912948021e-02,7.124985386275612953e-01,-1.646458408682576424e+00
2.055448781471946873e-02,-4.567746317474478956e-02,-3.994044291045105721e-01,9.810824538752944690e-01
8.876708646559462734e-03,-1.836238902403733442e-02,-1.861287826937026435e-01,3.993869686284381437e-01
1.099722314160923864e-03,-2.369872386586549529e-03,-2.030820213774202354e-01,4.036309030350487825e-01
-3.777413901599489809e-03,5.740357261059494953e-03,-4.162901205052839393e-02,9.462597007608375410e-03
-5.833854626059752080e-03,7.129036248943940168e-03,-6.113977220670042956e-02,5.952496966022030600e-02
-4.484020661469953484e-03,7.128349981896514587e-04,1.280196653472036594e-01,-3.751881066221569583e-01
-7.732340951576127663e-03,5.658431306125880078e-03,-2.888682665345326250e-01,6.089066241506476684e-01
-1.743182256996582066e-02,2.516470505228970977e-02,-1.969361423771383013e-01,3.740290360369947775e-01
-1.808353966694527942e-02,2.329595797351752262e-02,1.630288025612007807e-01,-4.557810744895059996e-01
-1.308606972372860708e-02,9.528038335949813933e-03,8.746746147832840101e-02,-2.385545189749154471e-01
-4.473689162283786547e-03,-1.157374658502002308e-02,3.425793591582080300e-01,-8.122220059907679923e-01
5.340514290194747771e-03,-3.432435630100553331e-02,1.493791917390186741e-01,-3.369205258314633689e-01
1.407597181526475637e-02,-5.451833014937497446e-02,2.869369956097576613e-01,-6.707652130200747465e-01
1.169032123607200574e-02,-4.937625304944601168e-02,-4.027787280664024694e-01,9.019501450030830147e-01
1.432965069964824969e-03,-2.875450864155679187e-02,-1.122179524595242478e-01,1.464337007381381062e-01
1.328629396676485504e-02,-6.108638016605308363e-02,7.001463997905681413e-01,-1.732623784224522678e+00
5.699919142483665831e-03,-1.419427787171499179e-02,3.022839837516018147e-01,-6.995998486476276979e-01
5.992886505970516572e-03,-1.407789831304450540e-02,-2.852232806811086929e-01,6.846647384738259179e-01
9.029640615599092771e-03,-2.149012364811296247e-02,4.341644945483861262e-01,-1.030798659703825226e+00
1.853544829789252613e-02,-4.364224541679066066e-02,4.320776985190227792e-02,-9.540969510043217916e-02
1.657997797573617510e-02,-3.956912671239203039e-02,-1.402390180400659991e-01,2.934657561203568577e-01
9.117060535517557129e-03,-2.458345972389547329e-02,-2.328775548358681391e-01,4.562587532430337767e-01
-6.940247642746519285e-04,-6.133491594472434416e-03,-2.581233995541272197e-01,4.702248457755711097e-01
-1.829142574645233055e-03,-9.179469442005983026e-03,1.994793693000764256e-01,-6.066704855417958120e-01
7.378828459941658147e-03,-3.579002471411316111e-02,2.608903702973159877e-01,-7.260120357499156851e-01
-1.664582877995629713e-03,4.012685709113442654e-03,-9.172314170125654698e-02,2.162234814258204574e-01
2.369101457597795786e-03,-5.533790046371171029e-03,2.920538321435434126e-01,-6.820867441282787436e-01
1.784680212056656556e-02,-4.110800373367515248e-02,4.817390555399755914e-01,-1.097318762252465607e+00
2.943919609608851296e-02,-6.663073411487839548e-02,9.982946379648183211e-02,-1.971034316363760031e-01
2.924752709592429167e-02,-6.577899053219948833e-02,-1.084096180300122558e-01,2.323039180917909619e-01
2.078930945504026129e-02,-4.848941288615168932e-02,-3.137452429766434125e-01,6.281154709766146871e-01
9.029880439474533699e-03,-2.228893017594745993e-02,4.662149701387900413e-01,-1.086871743794365575e+00
1.573861641045515986e-02,-3.708528483060644088e-02,-1.279734507593705550e-01,3.226680046242875743e-01
7.676423554471047128e-03,-1.832401366272751186e-02,-2.749649845525909408e-01,6.146997351102656548e-01
-9.655324305918564637e-03,2.007882832059426637e-02,-5.914667333480960743e-01,1.304081558506739791e+00
-1.870211934170052867e-02,3.712656647570737600e-02,1.360425432396297207e-01,-4.234219389211019147e-01
-1.883874200711667390e-02,3.436950925698528669e-02,-1.416904117859634216e-01,2.748638409776484881e-01
-1.408854802658759259e-02,2.130922535523440201e-02,3.773643944834668695e-01,-9.126266248966237171e-01
-1.036200551037526341e-02,1.276137945400224183e-02,-1.884348131489477773e-01,4.626993127479225865e-01
-1.689536537559164359e-02,2.867077833695416689e-02,-1.387397904693143946e-01,3.377505566720764296e-01
-1.594256237915848279e-02,2.716364289486949968e-02,1.849937504266451205e-01,-4.017856862881734048e-01
9.319135102086179012e-04,-1.006590700284640261e-02,6.578918493498482345e-01,-1.452549817701673129e+00
4.996915985792535486e-03,-1.495249929066616579e-02,-4.502865415837816743e-01,1.169203810875984129e+00
3.696120744002343028e-03,-8.695125341079190662e-03,3.818618973193086408e-01,-8.260238348752303450e-01
1.706488081249105115e-02,-3.660833606406750651e-02,2.876055305841393461e-01,-5.792178099999742980e-01
2.034552395279566606e-02,-4.060813940989877607e-02,-1.219677225042252733e-01,3.647717974157667076e-01
2.246472525584328889e-02,-4.353089675222641952e-02,2.264444581961295722e-01,-4.983733852414713450e-01
